"inputWord","inputType","output","actualOutput"
"ehty;fs;","Legacy Font Encoding","நாவல்கள்","நாவல்கள்"
">th;","Legacy Font Encoding","இவர்","இவர்"
"vOjpajhy;","Legacy Font Encoding","எழுதியதால்","எழுதியதால்"
"GJik","Legacy Font Encoding","புதுமை","புதுமை"
"ngw;wd.","Legacy Font Encoding","பெற்றன.","பெற்றன."
"tP,","Legacy Font Encoding","வீஇ","வீஇ"
"mth,","Legacy Font Encoding","அவாஇ","அவாஇ"
"Mz;ik,","Legacy Font Encoding","ஆண்மைஇ","ஆண்மைஇ"
"mg;igah,","Legacy Font Encoding","அப்பையாஇ","அப்பையாஇ"
"tiy,","Legacy Font Encoding","வலைஇ","வலைஇ"
"KWty;,","Legacy Font Encoding","முறுவல்இ","முறுவல்இ"
"edtpilNjha;jy;","Legacy Font Encoding","நனவிடைதோய்தல்","நனவிடைதோய்தல்"
"cl;gl","Legacy Font Encoding","உட்பட","உட்பட"
"gy","Legacy Font Encoding","பல","பல"
"E}y;fis","Legacy Font Encoding","நூல்களை","நூல்களை"
"vOjpAs;shh;.","Legacy Font Encoding","எழுதியுள்ளார்.","எழுதியுள்ளார்."
"mWgJfspy;","Legacy Font Encoding","அறுபதுகளில்","அறுபதுகளில்"
"Kw;Nghf;F","Legacy Font Encoding","முற்போக்கு","முற்போக்கு"
"mzpapdUld;","Legacy Font Encoding","அணியினருடன்","அணியினருடன்"
"Kuz;gl;L","Legacy Font Encoding","முரண்பட்டு","முரண்பட்டு"
">th;","Legacy Font Encoding","இவர்","இவர்"
"Kd;itj;j","Legacy Font Encoding","முன்வைத்த","முன்வைத்த"
"'ew;Nghf;F","Legacy Font Encoding","'நற்போக்கு","'நற்போக்கு"
">yf;fpa'f;","Legacy Font Encoding","இலக்கிய'க்","இலக்கிய'க்"
"Nfhl;ghL","Legacy Font Encoding","கோட்பாடு","கோட்பாடு"
"ngUQ;rh;r;irfSf;Fs;shfpaJ.","Legacy Font Encoding","பெருஞ்சர்ச்சைகளுக்குள்ளாகியது.","பெருஞ்சர்ச்சைகளுக்குள்ளாகியது."
"<oj;J","Legacy Font Encoding","ஈழத்து","ஈழத்து"
">yf;fpag;","Legacy Font Encoding","இலக்கியப்","இலக்கியப்"
"Nghf;fpw;Fk;","Legacy Font Encoding","போக்கிற்கும்","போக்கிற்கும்"
">yf;fpar;","Legacy Font Encoding","இலக்கியச்","இலக்கியச்"
"nrOikf;Fk;","Legacy Font Encoding","செழுமைக்கும்","செழுமைக்கும்"
">tuJ","Legacy Font Encoding","இவரது","இவரது"
"fUj;Jf;fs;","Legacy Font Encoding","கருத்துக்கள்","கருத்துக்கள்"
"tsk;","Legacy Font Encoding","வளம்","வளம்"
"Nrh;j;Js;sd.","Legacy Font Encoding","சேர்த்துள்ளன.","சேர்த்துள்ளன."
"Gyk;","Legacy Font Encoding","புலம்","புலம்"
"ngah;e;j","Legacy Font Encoding","பெயர்ந்த","பெயர்ந்த"
">yf;fpaj;jpw;Fj;","Legacy Font Encoding","இலக்கியத்திற்குத்","இலக்கியத்திற்குத்"
"jdptPW","Legacy Font Encoding","தனிவீறு","தனிவீறு"
"cz;L","Legacy Font Encoding","உண்டு","உண்டு"
"vd;w","Legacy Font Encoding","என்ற","என்ற"
"fUj;jpid","Legacy Font Encoding","கருத்தினை","கருத்தினை"
"Kd;itj;J","Legacy Font Encoding","முன்வைத்து","முன்வைத்து"
"cyfshtpa","Legacy Font Encoding","உலகளாவிய","உலகளாவிய"
"gilg;G","Legacy Font Encoding","படைப்பு","படைப்பு"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"ikak;","Legacy Font Encoding","மையம்","மையம்"
"xd;wpidj;","Legacy Font Encoding","ஒன்றினைத்","ஒன்றினைத்"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"ehl;by;","Legacy Font Encoding","நாட்டில்","நாட்டில்"
"mikg;gjw;fhd","Legacy Font Encoding","அமைப்பதற்கான","அமைப்பதற்கான"
"Muk;gg;","Legacy Font Encoding","ஆரம்பப்","ஆரம்பப்"
"gzpfisr;","Legacy Font Encoding","பணிகளைச்","பணிகளைச்"
"nra;JtUk;","Legacy Font Encoding","செய்துவரும்","செய்துவரும்"
">th;,","Legacy Font Encoding","இவர்இ","இவர்இ"
">Ugj;jpNahuhk;","Legacy Font Encoding","இருபத்தியோராம்","இருபத்தியோராம்"
"E}w;whz;L","Legacy Font Encoding","நூற்றாண்டு","நூற்றாண்டு"
">e;j","Legacy Font Encoding","இந்த","இந்த"
"gilg;G","Legacy Font Encoding","படைப்பு","படைப்பு"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"ikakhdJ","Legacy Font Encoding","மையமானது","மையமானது"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"gilg;G","Legacy Font Encoding","படைப்பு","படைப்பு"
">yf;fpaj;jpw;F","Legacy Font Encoding","இலக்கியத்திற்கு","இலக்கியத்திற்கு"
"cyf","Legacy Font Encoding","உலக","உலக"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"tsj;jpidr;","Legacy Font Encoding","வளத்தினைச்","வளத்தினைச்"
"rpwg;Gwg;","Legacy Font Encoding","சிறப்புறப்","சிறப்புறப்"
"ngw;Wj;jUk;","Legacy Font Encoding","பெற்றுத்தரும்","பெற்றுத்தரும்"
"vd;w","Legacy Font Encoding","என்ற","என்ற"
"ek;gpf;ifAld;","Legacy Font Encoding","நம்பிக்கையுடன்","நம்பிக்கையுடன்"
"cioj;J","Legacy Font Encoding","உழைத்து","உழைத்து"
"tUfpwhh;.","Legacy Font Encoding","வருகிறார்.","வருகிறார்."
"jp.Qh","Legacy Font Encoding","தி.ஞா","தி.ஞா"
":-","Legacy Font Encoding",":-",":-"
"<oj;J","Legacy Font Encoding","ஈழத்து","ஈழத்து"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"cyfpw;F","Legacy Font Encoding","உலகிற்கு","உலகிற்கு"
"kpfTk;","Legacy Font Encoding","மிகவும்","மிகவும்"
"fhj;jpukhd","Legacy Font Encoding","காத்திரமான","காத்திரமான"
"gq;fspg;igr;","Legacy Font Encoding","பங்களிப்பைச்","பங்களிப்பைச்"
"nra;jth;","Legacy Font Encoding","செய்தவர்","செய்தவர்"
"ePq;fs;.","Legacy Font Encoding","நீங்கள்.","நீங்கள்."
"fle;j","Legacy Font Encoding","கடந்த","கடந்த"
"gjpide;J","Legacy Font Encoding","பதினைந்து","பதினைந்து"
"tUlq;fSf;F","Legacy Font Encoding","வருடங்களுக்கு","வருடங்களுக்கு"
"Nkyhfg;","Legacy Font Encoding","மேலாகப்","மேலாகப்"
"Gyk;","Legacy Font Encoding","புலம்","புலம்"
"ngah;e;J","Legacy Font Encoding","பெயர்ந்து","பெயர்ந்து"
"tho;tjhy;","Legacy Font Encoding","வாழ்வதால்","வாழ்வதால்"
">d;iwa","Legacy Font Encoding","இன்றைய","இன்றைய"
"jiyKiw","Legacy Font Encoding","தலைமுறை","தலைமுறை"
"thrfh;fSf;Fj;","Legacy Font Encoding","வாசகர்களுக்குத்","வாசகர்களுக்குத்"
"jq;fSila","Legacy Font Encoding","தங்களுடைய","தங்களுடைய"
"gilg;Gfs;","Legacy Font Encoding","படைப்புகள்","படைப்புகள்"
"gw;wp","Legacy Font Encoding","பற்றி","பற்றி"
"mwptjw;F","Legacy Font Encoding","அறிவதற்கு","அறிவதற்கு"
"tha;g;Gfs;","Legacy Font Encoding","வாய்ப்புகள்","வாய்ப்புகள்"
"Fiwe;J","Legacy Font Encoding","குறைந்து","குறைந்து"
"tpl;ld.","Legacy Font Encoding","விட்டன.","விட்டன."
"Kjypy;","Legacy Font Encoding","முதலில்","முதலில்"
"jq;fsJ","Legacy Font Encoding","தங்களது","தங்களது"
"gilg;Gfs;","Legacy Font Encoding","படைப்புகள்","படைப்புகள்"
"gw;wpr;","Legacy Font Encoding","பற்றிச்","பற்றிச்"
"RUf;fkhff;","Legacy Font Encoding","சுருக்கமாகக்","சுருக்கமாகக்"
"$Wq;fs;.","Legacy Font Encoding","$றுங்கள்.","$றுங்கள்."
"v];.ngh..:-","Legacy Font Encoding","எஸ்.பொ..:-","எஸ்.பொ..:-"
"1946k;","Legacy Font Encoding","1946ம்","1946ம்"
"Mz;L","Legacy Font Encoding","ஆண்டு","ஆண்டு"
"tPuNfrhpapy;","Legacy Font Encoding","வீரகேசரியில்","வீரகேசரியில்"
"ntspte;j","Legacy Font Encoding","வெளிவந்த","வெளிவந்த"
"'kyh;fs;'","Legacy Font Encoding","'மலர்கள்'","'மலர்கள்'"
"vd;w","Legacy Font Encoding","என்ற","என்ற"
"ftpijAld;","Legacy Font Encoding","கவிதையுடன்","கவிதையுடன்"
"vdJ","Legacy Font Encoding","எனது","எனது"
"vOj;Jg;","Legacy Font Encoding","எழுத்துப்","எழுத்துப்"
"gazk;","Legacy Font Encoding","பயணம்","பயணம்"
"njhlq;fpw;W.","Legacy Font Encoding","தொடங்கிற்று.","தொடங்கிற்று."
"mg;nghOJ","Legacy Font Encoding","அப்பொழுது","அப்பொழுது"
"vdf;F","Legacy Font Encoding","எனக்கு","எனக்கு"
"taR","en","taR","வயசு"
"gjpdhd;F.","Legacy Font Encoding","பதினான்கு.","பதினான்கு."
"gpd;dh;","Legacy Font Encoding","பின்னர்","பின்னர்"
"49k;","Legacy Font Encoding","49ம்","49ம்"
"Mz;Ltiu","Legacy Font Encoding","ஆண்டுவரை","ஆண்டுவரை"
">yq;ifapy;","Legacy Font Encoding","இலங்கையில்","இலங்கையில்"
"tho;e;J","Legacy Font Encoding","வாழ்ந்து","வாழ்ந்து"
"nfhz;bUe;jnghOJ","Legacy Font Encoding","கொண்டிருந்தபொழுது","கொண்டிருந்தபொழுது"
"fl;Liu,","Legacy Font Encoding","கட்டுரைஇ","கட்டுரைஇ"
"fijfs;,","Legacy Font Encoding","கதைகள்இ","கதைகள்இ"
"Xuq;f","Legacy Font Encoding","ஓரங்க","ஓரங்க"
"ehlfq;fs;","Legacy Font Encoding","நாடகங்கள்","நாடகங்கள்"
"Mfpa","Legacy Font Encoding","ஆகிய","ஆகிய"
"gy","Legacy Font Encoding","பல","பல"
"Jiwfspy;","Legacy Font Encoding","துறைகளில்","துறைகளில்"
"Kide;J","Legacy Font Encoding","முனைந்து","முனைந்து"
"gapw;rp","Legacy Font Encoding","பயிற்சி","பயிற்சி"
"ngw;Nwd;.","Legacy Font Encoding","பெற்றேன்.","பெற்றேன்."
"Mdhy;","Legacy Font Encoding","ஆனால்","ஆனால்"
">tw;iwg;","Legacy Font Encoding","இவற்றைப்","இவற்றைப்"
"gapw;rpf;","Legacy Font Encoding","பயிற்சிக்","பயிற்சிக்"
"fhyk;","Legacy Font Encoding","காலம்","காலம்"
"vd;W","Legacy Font Encoding","என்று","என்று"
"nrhy;yyhNk","Legacy Font Encoding","சொல்லலாமே","சொல்லலாமே"
"xspa","Legacy Font Encoding","ஒளிய","ஒளிய"
">it","Legacy Font Encoding","இவை","இவை"
"ehd;","Legacy Font Encoding","நான்","நான்"
"vOj;Jyfpy;","Legacy Font Encoding","எழுத்துலகில்","எழுத்துலகில்"
"rhjpj;jit","Legacy Font Encoding","சாதித்தவை","சாதித்தவை"
"vd;W","Legacy Font Encoding","என்று","என்று"
"nrhy;y","Legacy Font Encoding","சொல்ல","சொல்ல"
"KbahJ.","Legacy Font Encoding","முடியாது.","முடியாது."
"gpd;dh;","Legacy Font Encoding","பின்னர்","பின்னர்"
"ehd;F","Legacy Font Encoding","நான்கு","நான்கு"
"Mz;LfSf;F","Legacy Font Encoding","ஆண்டுகளுக்கு","ஆண்டுகளுக்கு"
"Nkyhf","Legacy Font Encoding","மேலாக","மேலாக"
">e;jpahtpy;","Legacy Font Encoding","இந்தியாவில்","இந்தியாவில்"
"tho;e;Njd;.","Legacy Font Encoding","வாழ்ந்தேன்.","வாழ்ந்தேன்."
">e;jpahtpypUe;j","Legacy Font Encoding","இந்தியாவிலிருந்த","இந்தியாவிலிருந்த"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"Xl;lq;fSlDk;","Legacy Font Encoding","ஓட்டங்களுடனும்","ஓட்டங்களுடனும்"
"vd;idg;","Legacy Font Encoding","என்னைப்","என்னைப்"
"gpizj;Jf;","Legacy Font Encoding","பிணைத்துக்","பிணைத்துக்"
"nfhz;Nld;.","Legacy Font Encoding","கொண்டேன்.","கொண்டேன்."
"Fwpg;ghf","Legacy Font Encoding","குறிப்பாக","குறிப்பாக"
"48k;","Legacy Font Encoding","48ம்","48ம்"
"Mz;L","Legacy Font Encoding","ஆண்டு","ஆண்டு"
"aho;g;ghzj;jpw;F","Legacy Font Encoding","யாழ்ப்பாணத்திற்கு","யாழ்ப்பாணத்திற்கு"
"te;j","Legacy Font Encoding","வந்த","வந்த"
"g.[Pthde;jk;jhd;","Legacy Font Encoding","ப.[Pவானந்தம்தான்","ப.[Pவானந்தம்தான்"
"Kjd;","Legacy Font Encoding","முதன்","முதன்"
"Kjypy;","Legacy Font Encoding","முதலில்","முதலில்"
"ajhh;j;j","Legacy Font Encoding","யதார்த்த","யதார்த்த"
">yf;fpak;","Legacy Font Encoding","இலக்கியம்","இலக்கியம்"
"gw;wpAk;","Legacy Font Encoding","பற்றியும்","பற்றியும்"
"kf;fs;","Legacy Font Encoding","மக்கள்","மக்கள்"
">yf;fpak;","Legacy Font Encoding","இலக்கியம்","இலக்கியம்"
"gw;wpAk;","Legacy Font Encoding","பற்றியும்","பற்றியும்"
"Kw;Nghf;F","Legacy Font Encoding","முற்போக்கு","முற்போக்கு"
">yf;fpak;","Legacy Font Encoding","இலக்கியம்","இலக்கியம்"
"gw;wpAk;","Legacy Font Encoding","பற்றியும்","பற்றியும்"
"Ngrpath;.","Legacy Font Encoding","பேசியவர்.","பேசியவர்."
"mtUila","Legacy Font Encoding","அவருடைய","அவருடைய"
"topelj;jypd;","Legacy Font Encoding","வழிநடத்தலின்","வழிநடத்தலின்"
"fhuzkhfTk;","Legacy Font Encoding","காரணமாகவும்","காரணமாகவும்"
"gpd;dh;","Legacy Font Encoding","பின்னர்","பின்னர்"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"ehl;by;","Legacy Font Encoding","நாட்டில்","நாட்டில்"
"ehd;","Legacy Font Encoding","நான்","நான்"
"khztdhf","Legacy Font Encoding","மாணவனாக","மாணவனாக"
">Ue;j","Legacy Font Encoding","இருந்த","இருந்த"
"nghOJ","Legacy Font Encoding","பொழுது","பொழுது"
"fk;a+dp];l;","Legacy Font Encoding","கம்ய+னிஸ்ட்","கம்ய+னிஸ்ட்"
"fl;rpAld;","Legacy Font Encoding","கட்சியுடன்","கட்சியுடன்"
">ize;J","Legacy Font Encoding","இணைந்து","இணைந்து"
"nrayhw;wpajpdhYk;","Legacy Font Encoding","செயலாற்றியதினாலும்","செயலாற்றியதினாலும்"
"mq;Nf","Legacy Font Encoding","அங்கே","அங்கே"
"Glk;","Legacy Font Encoding","புடம்","புடம்"
"vLf;fg;gl;L","Legacy Font Encoding","எடுக்கப்பட்டு","எடுக்கப்பட்டு"
"Kw;Nghf;F","Legacy Font Encoding","முற்போக்கு","முற்போக்கு"
"vOj;jhsdhf","Legacy Font Encoding","எழுத்தாளனாக","எழுத்தாளனாக"
">yq;iff;F","Legacy Font Encoding","இலங்கைக்கு","இலங்கைக்கு"
"te;Njd;.","Legacy Font Encoding","வந்தேன்.","வந்தேன்."
">e;jpahtpy;","Legacy Font Encoding","இந்தியாவில்","இந்தியாவில்"
"tho;e;j","Legacy Font Encoding","வாழ்ந்த","வாழ்ந்த"
"fhyj;jpy;","Legacy Font Encoding","காலத்தில்","காலத்தில்"
">e;jpag;","Legacy Font Encoding","இந்தியப்","இந்தியப்"
"gj;jphpiffspYk;","Legacy Font Encoding","பத்திரிகைகளிலும்","பத்திரிகைகளிலும்"
"vOjpNdd;.","Legacy Font Encoding","எழுதினேன்.","எழுதினேன்."
"Mdhy;","Legacy Font Encoding","ஆனால்","ஆனால்"
"mq;fPfhuk;","Legacy Font Encoding","அங்கீகாரம்","அங்கீகாரம்"
"ngw;w","Legacy Font Encoding","பெற்ற","பெற்ற"
"vOj;Jf;fs;","Legacy Font Encoding","எழுத்துக்கள்","எழுத்துக்கள்"
"1955k;","Legacy Font Encoding","1955ம்","1955ம்"
"Mz;Lf;Fg;","Legacy Font Encoding","ஆண்டுக்குப்","ஆண்டுக்குப்"
"gpd;dNu","Legacy Font Encoding","பின்னரே","பின்னரே"
"vOjj;","Legacy Font Encoding","எழுதத்","எழுதத்"
"njhlq;fpNdd;","Legacy Font Encoding","தொடங்கினேன்","தொடங்கினேன்"
"vd;gJjhd;","Legacy Font Encoding","என்பதுதான்","என்பதுதான்"
"cz;ik.","Legacy Font Encoding","உண்மை.","உண்மை."
"jp.Qh","Legacy Font Encoding","தி.ஞா","தி.ஞா"
":-","Legacy Font Encoding",":-",":-"
"jq;fsJ","Legacy Font Encoding","தங்களது","தங்களது"
"jkpo;eil","Legacy Font Encoding","தமிழ்நடை","தமிழ்நடை"
"jdpj;JtkhdJ.","Legacy Font Encoding","தனித்துவமானது.","தனித்துவமானது."
"tPr;Rk;","Legacy Font Encoding","வீச்சும்","வீச்சும்"
"NtfKk;","Legacy Font Encoding","வேகமும்","வேகமும்"
"mNjrkak;","Legacy Font Encoding","அதேசமயம்","அதேசமயம்"
"fpz;lYk;","Legacy Font Encoding","கிண்டலும்","கிண்டலும்"
"epiwe;jJ.","Legacy Font Encoding","நிறைந்தது.","நிறைந்தது."
">j;jifa","Legacy Font Encoding","இத்தகைய","இத்தகைய"
"xU","Legacy Font Encoding","ஒரு","ஒரு"
"rpwe;j","Legacy Font Encoding","சிறந்த","சிறந்த"
"eil","Romanized Text Encoding","யில்","நடை"
"vt;thW","Legacy Font Encoding","எவ்வாறு","எவ்வாறு"
"jq;fSf;Ff;","Legacy Font Encoding","தங்களுக்குக்","தங்களுக்குக்"
"iftug;ngw;wJO","Legacy Font Encoding","கைவரப்பெற்றதுழு","கைவரப்பெற்றதுழு"
"v];.ngh","Legacy Font Encoding","எஸ்.பொ","எஸ்.பொ"
":-","Legacy Font Encoding",":-",":-"
"ehd;","Legacy Font Encoding","நான்","நான்"
"gbj;jJ","Legacy Font Encoding","படித்தது","படித்தது"
"rk;gj;jhprpahh;","Legacy Font Encoding","சம்பத்தரிசியார்","சம்பத்தரிசியார்"
"fy;Y}hpapy;.","Legacy Font Encoding","கல்லூரியில்.","கல்லூரியில்."
"Mq;fpyk;","Legacy Font Encoding","ஆங்கிலம்","ஆங்கிலம்"
"fy;tp","Legacy Font Encoding","கல்வி","கல்வி"
"nkhopahf","Legacy Font Encoding","மொழியாக","மொழியாக"
">Ue;jJ.","Legacy Font Encoding","இருந்தது.","இருந்தது."
">yj;jPd;","Legacy Font Encoding","இலத்தீன்","இலத்தீன்"
"nkhopia","Legacy Font Encoding","மொழியை","மொழியை"
">uz;lhtJ","Legacy Font Encoding","இரண்டாவது","இரண்டாவது"
"nkhopahff;","Legacy Font Encoding","மொழியாகக்","மொழியாகக்"
"fw;Nwd;.","Legacy Font Encoding","கற்றேன்.","கற்றேன்."
"jkpopy;","Legacy Font Encoding","தமிழில்","தமிழில்"
"NgRtJ","Legacy Font Encoding","பேசுவது","பேசுவது"
"jz;lidf;FhpaJ","Legacy Font Encoding","தண்டனைக்குரியது","தண்டனைக்குரியது"
"vd;fpw","Legacy Font Encoding","என்கிற","என்கிற"
"xU","Legacy Font Encoding","ஒரு","ஒரு"
"#oypy;","Legacy Font Encoding","சூழலில்","சூழலில்"
"Mq;fpyk;","Legacy Font Encoding","ஆங்கிலம்","ஆங்கிலம்"
"fw;Nwd;.","Legacy Font Encoding","கற்றேன்.","கற்றேன்."
"vdNt","Legacy Font Encoding","எனவே","எனவே"
"vd;Dila","Legacy Font Encoding","என்னுடைய","என்னுடைய"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"eilapd;","Legacy Font Encoding","நடையின்","நடையின்"
"mbj;jsk;","Legacy Font Encoding","அடித்தளம்","அடித்தளம்"
"kz;zpd;","Legacy Font Encoding","மண்ணின்","மண்ணின்"
"ike;jh;","Legacy Font Encoding","மைந்தர்","மைந்தர்"
"Ngrpa","Legacy Font Encoding","பேசிய","பேசிய"
"jkpo;.","Legacy Font Encoding","தமிழ்.","தமிழ்."
"vd;","Legacy Font Encoding","என்","என்"
"mk;khTk;","Legacy Font Encoding","அம்மாவும்","அம்மாவும்"
"mg;ghTk;","Legacy Font Encoding","அப்பாவும்","அப்பாவும்"
"Kiwahd","Legacy Font Encoding","முறையான","முறையான"
"fy;tp","Legacy Font Encoding","கல்வி","கல்வி"
"fw;wth;fs;","Legacy Font Encoding","கற்றவர்கள்","கற்றவர்கள்"
"my;yh;?","Legacy Font Encoding","அல்லர்?","அல்லர்?"
"jw;Fwpfs;.","Legacy Font Encoding","தற்குறிகள்.","தற்குறிகள்."
"Mdhy;","Legacy Font Encoding","ஆனால்","ஆனால்"
"90","Legacy Font Encoding","90","90"
"fspy;","Legacy Font Encoding","களில்","களில்"
"mT];jpNuypahtpy;","Legacy Font Encoding","அவுஸ்திரேலியாவில்","அவுஸ்திரேலியாவில்"
">Ue;J","Legacy Font Encoding","இருந்து","இருந்து"
"vOjpa","Legacy Font Encoding","எழுதிய","எழுதிய"
"'edtpil","Legacy Font Encoding","'நனவிடை","'நனவிடை"
"Njha;jy;'","Legacy Font Encoding","தோய்தல்'","தோய்தல்'"
"vd;fpw","Legacy Font Encoding","என்கிற","என்கிற"
"E}iy","Legacy Font Encoding","நூலை","நூலை"
"kz;zpy;","Legacy Font Encoding","மண்ணில்","மண்ணில்"
"ike;jh;fSila","Legacy Font Encoding","மைந்தர்களுடைய","மைந்தர்களுடைய"
"jkpopNy","Legacy Font Encoding","தமிழிலே","தமிழிலே"
"ehd;","Legacy Font Encoding","நான்","நான்"
"vOjpNdd;.","Legacy Font Encoding","எழுதினேன்.","எழுதினேன்."
">uz;lhtjhf","Legacy Font Encoding","இரண்டாவதாக","இரண்டாவதாக"
"rq;ffhyj;jpy;","Legacy Font Encoding","சங்ககாலத்தில்","சங்ககாலத்தில்"
"kpfr;rpwpa","Legacy Font Encoding","மிகச்சிறிய","மிகச்சிறிய"
"XnuOj;J","Legacy Font Encoding","ஓரெழுத்து","ஓரெழுத்து"
">uz;L","Legacy Font Encoding","இரண்டு","இரண்டு"
"vOj;J","Legacy Font Encoding","எழுத்து","எழுத்து"
"mikAk;","Legacy Font Encoding","அமையும்","அமையும்"
"tpidr;nrhw;fNs","Legacy Font Encoding","வினைச்சொற்களே","வினைச்சொற்களே"
"gapyg;gl;ld.","Legacy Font Encoding","பயிலப்பட்டன.","பயிலப்பட்டன."
">it","Legacy Font Encoding","இவை","இவை"
"gw;wpa","Legacy Font Encoding","பற்றிய","பற்றிய"
"mwpT","Legacy Font Encoding","அறிவு","அறிவு"
"jkpio","Legacy Font Encoding","தமிழை","தமிழை"
"nefpo;j;Jtjw;F","Legacy Font Encoding","நெகிழ்த்துவதற்கு","நெகிழ்த்துவதற்கு"
"cgfhhpahf","Legacy Font Encoding","உபகாரியாக","உபகாரியாக"
">Ue;jJ.","Legacy Font Encoding","இருந்தது.","இருந்தது."
">yj;jPd;,","Legacy Font Encoding","இலத்தீன்இ","இலத்தீன்இ"
"fpNuf;f","Legacy Font Encoding","கிரேக்க","கிரேக்க"
"nkhopfspypUe;J","Legacy Font Encoding","மொழிகளிலிருந்து","மொழிகளிலிருந்து"
"gy","Legacy Font Encoding","பல","பல"
"Gjpa","Legacy Font Encoding","புதிய","புதிய"
"Mq;fpyr;","Legacy Font Encoding","ஆங்கிலச்","ஆங்கிலச்"
"nrhw;fs;","Legacy Font Encoding","சொற்கள்","சொற்கள்"
">d;Wk;","Legacy Font Encoding","இன்றும்","இன்றும்"
"cUthf;fg;gLfpd;wd.","Legacy Font Encoding","உருவாக்கப்படுகின்றன.","உருவாக்கப்படுகின்றன."
"gilg;","Legacy Font Encoding","படைப்","படைப்"
"gpyf;fpafhuDf;F","Legacy Font Encoding","பிலக்கியகாரனுக்கு","பிலக்கியகாரனுக்கு"
"NjitfUjp","Legacy Font Encoding","தேவைகருதி","தேவைகருதி"
"Gjpa","Legacy Font Encoding","புதிய","புதிய"
"nrhw;fis","Legacy Font Encoding","சொற்களை","சொற்களை"
"cUthf;fpf;","Legacy Font Encoding","உருவாக்கிக்","உருவாக்கிக்"
"nfhs;Sk;","Legacy Font Encoding","கொள்ளும்","கொள்ளும்"
"mjpfhuk;","Legacy Font Encoding","அதிகாரம்","அதிகாரம்"
"cz;L.","Legacy Font Encoding","உண்டு.","உண்டு."
